age_group,gender,region,edu_level,employment,personal_income_usd,online_buy_freq,monthly_spend_usd,fav_product_types,brand_loyalty,sub_box_past,seek_features,purchase_pain,social_influence,app_usage,data_share_ok,push_notif_ok,sub_likelihood,budget_per_box,pay_freq_pref,refer_friend,value_personalized
3,Female,Asia-Pacific,Master,Full-time,20887,3,32.85,"Haircare, Tools/Accessories",2,No,Dermatologist-tested,"Hard to match shades, Too many options",4,1,Yes,Yes,3,12.45,Quarterly,5,1
3,Female,North America,Master,Student,103688,5,91.54,"Men’s Grooming, Make-up, Fragrance",4,No,"Dermatologist-tested, Sustainable packaging","Too many options, Allergies",3,4,Yes,No,3,37.37,Quarterly,4,4
4,Female,Asia-Pacific,Master,Full-time,23230,4,31.59,Men’s Grooming,3,No,"Sustainable packaging, Fragrance-free",Too many options,3,3,Yes,Yes,4,12.9,Quarterly,5,4
2,Female,MENA,High school,Student,25583,5,44.29,"Make-up, Skincare",1,No,"Premium/luxury, Sustainable packaging, Vegan","Allergies, Delivery issues, Unsure of quality",3,4,Yes,No,3,28.35,Quarterly,5,4
2,Male,Asia-Pacific,Master,Full-time,14327,5,62.2,"Skincare, Men’s Grooming, Fragrance",5,Yes,"Sustainable packaging, Fragrance-free, Cruelty-free, Premium/luxury","Unsure of quality, Too many options, High prices",4,3,Yes,Yes,4,31.4,Pay-per-box,3,4
3,Female,LATAM,Bachelor,Self-employed,25530,4,33.09,Make-up,4,No,"Vegan, Fragrance-free, Cruelty-free","Hard to match shades, Unsure of quality, Too many options",4,2,Yes,No,4,15.54,Quarterly,4,5
3,Female,North America,Bachelor,Part-time,19552,5,52.27,"Haircare, Make-up",2,Yes,Dermatologist-tested,Hard to match shades,4,3,Yes,No,4,23.24,Monthly,4,4
3,Female,North America,Bachelor,Full-time,17939,5,45.08,Tools/Accessories,5,Yes,"Cruelty-free, Sustainable packaging",Allergies,3,4,Yes,Yes,3,34.35,Quarterly,3,4
2,Female,Asia-Pacific,Master,Full-time,49221,5,68.02,"Tools/Accessories, Men’s Grooming",1,No,"Sustainable packaging, Premium/luxury, Dermatologist-tested","Allergies, Too many options, Hard to match shades",4,2,No,Yes,3,46.44,Monthly,2,4
1,Female,Asia-Pacific,Master,Student,27775,5,35.91,Skincare,2,No,"Sustainable packaging, Dermatologist-tested","Too many options, Allergies, Unsure of quality",4,2,Yes,No,4,26.04,Pay-per-box,4,3
1,Female,Asia-Pacific,High school,Self-employed,16509,5,29.58,Make-up,4,Yes,Cruelty-free,"Allergies, Too many options, Delivery issues",4,3,No,Yes,3,17.31,Pay-per-box,2,4
6,Non-binary / Other,LATAM,Bachelor,Full-time,27835,1,17.74,"Skincare, Men’s Grooming, Haircare",4,No,"Premium/luxury, Fragrance-free, Cruelty-free, Sustainable packaging","High prices, Hard to match shades",3,2,Yes,Yes,2,13.67,Monthly,3,4
3,Female,LATAM,Master,Full-time,18388,5,87.93,"Men’s Grooming, Haircare",3,Yes,"Dermatologist-tested, Vegan, Premium/luxury","Unsure of quality, High prices, Allergies",3,3,Yes,Yes,4,43.54,Quarterly,2,4
3,Male,Africa,<High school,Self-employed,85094,5,88.18,"Haircare, Men’s Grooming",1,Yes,"Vegan, Sustainable packaging","High prices, Delivery issues",2,3,Yes,Yes,3,41.46,Pay-per-box,4,5
4,Female,MENA,Doctorate+,Student,23552,5,41.25,"Fragrance, Tools/Accessories, Skincare",5,No,"Dermatologist-tested, Cruelty-free, Sustainable packaging","High prices, Hard to match shades, Delivery issues",3,3,Yes,No,4,24.65,Monthly,5,4
2,Female,MENA,Bachelor,Full-time,34415,5,58.4,"Tools/Accessories, Skincare",3,No,Vegan,Allergies,4,4,Yes,Yes,3,29.81,Monthly,4,3
5,Female,Europe,Bachelor,Full-time,49825,4,56.3,"Men’s Grooming, Make-up, Haircare",2,Yes,"Premium/luxury, Dermatologist-tested, Fragrance-free","Unsure of quality, Delivery issues",3,3,Yes,Yes,2,32.62,Monthly,3,4
4,Female,North America,High school,Full-time,29489,4,30.48,Tools/Accessories,4,Yes,"Premium/luxury, Cruelty-free","Delivery issues, Unsure of quality",4,3,No,Yes,3,12.59,Quarterly,5,5
2,Female,Asia-Pacific,High school,Student,13013,5,45.25,Make-up,5,No,"Cruelty-free, Fragrance-free",Hard to match shades,4,2,No,Yes,2,20.05,Monthly,1,4
3,Female,Europe,Master,Full-time,6518,5,53.75,Skincare,1,No,"Sustainable packaging, Fragrance-free","Allergies, Delivery issues, Too many options",4,2,Yes,No,3,24.98,Quarterly,3,5
5,Female,Africa,High school,Unemployed / Other,34111,3,19.58,"Haircare, Make-up",4,Yes,"Premium/luxury, Sustainable packaging, Vegan, Fragrance-free",Too many options,4,3,Yes,Yes,4,10.71,Monthly,3,5
5,Female,Asia-Pacific,Master,Full-time,16121,3,52.17,Make-up,4,No,"Premium/luxury, Dermatologist-tested, Sustainable packaging",Unsure of quality,3,2,Yes,Yes,3,27.41,Monthly,3,2
3,Female,Asia-Pacific,Bachelor,Full-time,24054,3,63.49,"Men’s Grooming, Fragrance, Skincare",3,No,"Premium/luxury, Dermatologist-tested, Vegan, Sustainable packaging","High prices, Unsure of quality, Delivery issues",4,2,Yes,Yes,3,31.99,Monthly,3,2
4,Non-binary / Other,Europe,High school,Part-time,14149,5,64.99,"Haircare, Tools/Accessories, Fragrance",4,Yes,"Cruelty-free, Sustainable packaging, Dermatologist-tested, Premium/luxury",Delivery issues,4,4,Yes,No,3,27.64,Monthly,3,4
2,Female,North America,<High school,Unemployed / Other,17361,5,81.07,"Skincare, Make-up, Men’s Grooming",5,Yes,"Vegan, Fragrance-free, Premium/luxury, Dermatologist-tested","Hard to match shades, High prices",4,4,No,No,4,34.64,Monthly,3,3
6,Female,North America,Bachelor,Self-employed,17920,2,56.5,"Skincare, Tools/Accessories, Men’s Grooming",2,No,"Vegan, Dermatologist-tested, Fragrance-free, Cruelty-free","Delivery issues, High prices",3,2,Yes,Yes,2,29.77,Monthly,4,4
2,Female,Europe,Doctorate+,Full-time,22673,5,87.18,Tools/Accessories,2,No,Premium/luxury,"Hard to match shades, High prices, Allergies",4,2,No,Yes,2,34.51,Quarterly,3,5
5,Female,North America,Bachelor,Student,13875,2,14.92,Fragrance,5,No,"Dermatologist-tested, Cruelty-free","Allergies, Too many options",3,3,Yes,Yes,3,12.47,Monthly,4,4
4,Female,Asia-Pacific,Bachelor,Part-time,48087,2,36.71,"Men’s Grooming, Fragrance, Tools/Accessories",4,No,"Vegan, Dermatologist-tested, Fragrance-free","Unsure of quality, Hard to match shades, High prices",4,2,Yes,No,3,26.29,Quarterly,4,4
4,Female,LATAM,Bachelor,Full-time,19611,3,29.63,"Fragrance, Make-up",3,Yes,"Premium/luxury, Fragrance-free","Allergies, Delivery issues, Too many options",4,3,Yes,No,2,22.44,Monthly,2,4
3,Female,LATAM,Bachelor,Full-time,9535,5,29.86,"Tools/Accessories, Men’s Grooming",4,No,Dermatologist-tested,"Unsure of quality, Hard to match shades",3,2,Yes,Yes,3,28.9,Monthly,5,2
2,Female,Asia-Pacific,Bachelor,Full-time,18772,5,55.73,Men’s Grooming,4,No,"Vegan, Premium/luxury, Dermatologist-tested, Sustainable packaging",Allergies,3,4,No,Yes,3,31.15,Monthly,4,5
2,Female,North America,Master,Full-time,20167,5,89.33,"Haircare, Make-up, Skincare",4,No,"Cruelty-free, Vegan","Unsure of quality, Allergies, Too many options",3,3,No,Yes,3,48.2,Quarterly,2,4
2,Female,LATAM,Bachelor,Unemployed / Other,21481,5,46.39,"Men’s Grooming, Make-up",5,Yes,"Vegan, Dermatologist-tested, Sustainable packaging, Premium/luxury",Allergies,3,4,Yes,Yes,5,23.17,Monthly,2,4
2,Female,LATAM,Bachelor,Full-time,39171,5,69.44,"Make-up, Haircare",3,No,"Dermatologist-tested, Vegan",Delivery issues,3,3,No,Yes,3,50.56,Monthly,5,3
4,Female,North America,High school,Unemployed / Other,23484,5,102.98,"Make-up, Fragrance, Men’s Grooming",3,Yes,Vegan,Unsure of quality,2,4,Yes,Yes,4,59.91,Pay-per-box,4,5
3,Female,Asia-Pacific,Doctorate+,Part-time,20747,5,53.17,"Fragrance, Men’s Grooming",4,No,"Premium/luxury, Vegan, Fragrance-free","Delivery issues, Hard to match shades",3,2,Yes,Yes,4,30.56,Quarterly,4,4
2,Male,Europe,High school,Student,11419,5,94.23,Skincare,3,No,"Premium/luxury, Cruelty-free, Fragrance-free, Vegan","Unsure of quality, Allergies, Hard to match shades",2,2,No,Yes,3,41.53,Monthly,3,2
6,Female,LATAM,High school,Part-time,26559,0,65.46,"Skincare, Make-up, Men’s Grooming",4,No,"Sustainable packaging, Fragrance-free, Vegan","High prices, Delivery issues, Hard to match shades",3,0,Yes,Yes,2,27.46,Quarterly,4,5
5,Female,Africa,Bachelor,Full-time,26568,5,67.88,Make-up,3,Yes,"Sustainable packaging, Premium/luxury","Delivery issues, Too many options, Allergies",3,4,Yes,Yes,4,26.45,Quarterly,4,5
5,Female,North America,Bachelor,Full-time,19639,2,21.86,"Make-up, Tools/Accessories",2,No,"Premium/luxury, Cruelty-free, Vegan",High prices,4,2,Yes,Yes,3,254.1160178716289,Quarterly,5,4
6,Male,LATAM,Bachelor,Full-time,6798,0,4.46,"Tools/Accessories, Men’s Grooming",3,No,Vegan,Allergies,2,1,Yes,Yes,2,5.56,Monthly,4,4
2,Female,Asia-Pacific,Bachelor,Student,40816,5,45.26,Make-up,4,Yes,"Premium/luxury, Vegan, Fragrance-free","High prices, Too many options",4,4,Yes,No,4,30.46,Monthly,3,5
3,Female,Africa,Master,Full-time,11922,5,48.71,"Haircare, Fragrance, Skincare",4,No,"Cruelty-free, Sustainable packaging, Dermatologist-tested, Fragrance-free","Delivery issues, Allergies, Too many options",3,4,Yes,Yes,4,21.76,Quarterly,1,5
4,Female,MENA,High school,Student,19666,5,53.1,"Make-up, Skincare",3,Yes,"Premium/luxury, Sustainable packaging, Vegan","Too many options, Allergies, Hard to match shades",4,4,Yes,No,4,39.89,Monthly,2,4
4,Female,LATAM,Master,Full-time,31618,2,62.5,"Fragrance, Tools/Accessories",2,No,Dermatologist-tested,"Hard to match shades, Unsure of quality",1,1,Yes,Yes,3,27.05,Pay-per-box,4,4
2,Female,North America,Bachelor,Full-time,10898,5,43.08,"Make-up, Fragrance",3,Yes,"Fragrance-free, Vegan, Sustainable packaging, Cruelty-free","Allergies, Hard to match shades, Delivery issues",4,4,Yes,No,4,21.97,Monthly,2,3
5,Female,Europe,Bachelor,Full-time,11482,4,72.45,Tools/Accessories,4,Yes,"Sustainable packaging, Cruelty-free, Premium/luxury, Vegan",Delivery issues,3,3,No,Yes,3,33.69,Monthly,4,3
2,Male,North America,Bachelor,Unemployed / Other,6854,5,121.65,"Fragrance, Tools/Accessories",3,Yes,Cruelty-free,"Allergies, Delivery issues, Too many options",4,4,Yes,Yes,3,65.13,Pay-per-box,4,3
2,Female,Africa,High school,Student,28428,5,55.38,"Haircare, Men’s Grooming, Tools/Accessories",4,Yes,"Cruelty-free, Premium/luxury","Allergies, Unsure of quality, Hard to match shades",4,4,Yes,Yes,3,22.05,Monthly,3,3
3,Male,LATAM,Master,Full-time,16771,4,59.42,"Fragrance, Haircare",4,No,"Premium/luxury, Fragrance-free",Too many options,4,3,Yes,Yes,4,37.49,Monthly,4,5
3,Prefer not to say,LATAM,Bachelor,Part-time,95190,5,122.16,"Haircare, Skincare, Tools/Accessories",2,No,"Cruelty-free, Sustainable packaging, Premium/luxury, Fragrance-free","Delivery issues, Too many options, Hard to match shades",2,4,Yes,Yes,4,71.94,Quarterly,4,2
3,Female,Africa,Bachelor,Full-time,13397,5,82.3,"Fragrance, Tools/Accessories, Men’s Grooming",4,No,"Dermatologist-tested, Sustainable packaging, Fragrance-free, Vegan","Allergies, Unsure of quality",4,4,Yes,Yes,4,37.49,Monthly,3,5
2,Female,North America,Bachelor,Unemployed / Other,12505,5,43.67,Make-up,1,Yes,"Premium/luxury, Sustainable packaging, Cruelty-free, Dermatologist-tested","Unsure of quality, High prices",3,4,No,Yes,3,24.11,Quarterly,5,4
5,Female,Europe,Doctorate+,Student,18262,2,112.33,"Make-up, Men’s Grooming",4,No,"Premium/luxury, Vegan","Unsure of quality, Allergies",4,2,Yes,Yes,3,46.81,Monthly,4,4
3,Female,North America,Bachelor,Full-time,24873,5,64.18,"Skincare, Tools/Accessories, Fragrance",2,No,"Dermatologist-tested, Fragrance-free",Allergies,4,3,Yes,Yes,2,26.66,Monthly,3,3
2,Female,North America,Master,Part-time,15670,5,45.66,"Fragrance, Men’s Grooming",1,No,"Sustainable packaging, Vegan, Premium/luxury","Unsure of quality, Too many options, Allergies",4,1,No,Yes,3,22.88,Monthly,5,4
5,Male,North America,Bachelor,Full-time,32908,1,13.34,Tools/Accessories,4,No,"Premium/luxury, Cruelty-free","Hard to match shades, Unsure of quality, Allergies",2,2,No,Yes,2,14.07,Quarterly,4,3
6,Male,MENA,High school,Unemployed / Other,10802,3,33.26,"Fragrance, Haircare, Make-up",3,Yes,"Cruelty-free, Sustainable packaging",Hard to match shades,1,3,Yes,No,3,23.95,Monthly,5,4
5,Female,Europe,High school,Full-time,12143,4,57.33,"Fragrance, Tools/Accessories, Make-up",4,No,"Fragrance-free, Sustainable packaging, Dermatologist-tested, Vegan","Allergies, High prices",2,3,Yes,Yes,4,32.36,Monthly,4,5
5,Female,North America,Bachelor,Student,9859,0,14.18,Make-up,4,No,"Cruelty-free, Dermatologist-tested, Fragrance-free","Too many options, High prices",4,1,Yes,Yes,2,10.67,Quarterly,3,4
4,Male,North America,High school,Full-time,8695,5,41.13,Fragrance,4,Yes,"Sustainable packaging, Vegan, Fragrance-free, Premium/luxury","Delivery issues, Allergies",2,4,Yes,Yes,4,25.81,Pay-per-box,3,5
3,Non-binary / Other,North America,<High school,Student,16999,5,105.26,"Make-up, Skincare, Fragrance",3,Yes,Vegan,"Allergies, Hard to match shades, Delivery issues",2,4,Yes,Yes,3,47.16,Quarterly,4,5
2,Male,Africa,Master,Student,17054,4,59.25,Men’s Grooming,4,No,"Cruelty-free, Sustainable packaging, Premium/luxury, Vegan","Hard to match shades, Unsure of quality, Allergies",4,2,Yes,Yes,3,28.54,Monthly,2,5
3,Female,Asia-Pacific,Master,Student,16063,4,28.77,"Fragrance, Make-up, Men’s Grooming",4,Yes,"Sustainable packaging, Dermatologist-tested, Fragrance-free, Premium/luxury",Too many options,3,3,Yes,No,4,19.86,Monthly,5,3
3,Female,Africa,Master,Student,41015,4,75.56,"Men’s Grooming, Tools/Accessories, Fragrance",3,No,"Cruelty-free, Premium/luxury","Delivery issues, Hard to match shades, Too many options",4,2,No,No,3,39.84,Quarterly,3,5
3,Female,Europe,High school,Self-employed,40701,5,31.19,"Haircare, Make-up",4,Yes,"Cruelty-free, Vegan, Premium/luxury, Dermatologist-tested","Hard to match shades, Allergies",4,3,Yes,No,4,20.73,Pay-per-box,4,4
4,Female,Europe,High school,Full-time,22357,4,57.84,"Make-up, Men’s Grooming, Tools/Accessories",5,Yes,"Fragrance-free, Cruelty-free, Vegan, Dermatologist-tested","Hard to match shades, Delivery issues",3,3,Yes,Yes,4,35.73,Pay-per-box,4,5
3,Female,Asia-Pacific,High school,Full-time,8982,4,53.82,"Fragrance, Make-up, Tools/Accessories",2,No,"Premium/luxury, Cruelty-free, Dermatologist-tested","Hard to match shades, Too many options, High prices",4,2,Yes,Yes,3,36.46,Pay-per-box,4,4
2,Female,Europe,Master,Full-time,14932,5,159.4,"Men’s Grooming, Make-up",5,Yes,Fragrance-free,Allergies,4,3,Yes,No,4,87.39,Quarterly,4,4
2,Female,Europe,Master,Unemployed / Other,14687,5,92.34,Make-up,1,No,"Sustainable packaging, Premium/luxury, Fragrance-free, Cruelty-free",Hard to match shades,4,3,Yes,Yes,3,33.28,Monthly,4,5
4,Female,North America,Bachelor,Full-time,19029,3,47.94,"Men’s Grooming, Fragrance",3,No,"Premium/luxury, Dermatologist-tested",Unsure of quality,4,3,Yes,Yes,3,25.04,Quarterly,3,3
2,Female,North America,High school,Student,13985,5,85.33,"Fragrance, Skincare",3,No,Fragrance-free,"High prices, Unsure of quality, Allergies",4,4,No,Yes,4,39.4,Quarterly,1,4
5,Female,Europe,Bachelor,Student,17475,3,20.5,"Make-up, Fragrance",4,No,"Dermatologist-tested, Premium/luxury","Unsure of quality, High prices",3,2,Yes,No,4,6.27,Pay-per-box,5,2
3,Female,Europe,Bachelor,Full-time,18155,3,48.99,"Tools/Accessories, Fragrance",2,No,"Dermatologist-tested, Vegan, Premium/luxury, Sustainable packaging",Allergies,4,2,Yes,No,3,23.15,Pay-per-box,5,3
3,Female,Asia-Pacific,Bachelor,Full-time,16030,5,44.96,"Haircare, Tools/Accessories, Skincare",5,Yes,Cruelty-free,"Allergies, Hard to match shades, High prices",4,4,Yes,Yes,4,20.06,Monthly,2,5
3,Female,North America,Bachelor,Full-time,24444,5,62.29,"Fragrance, Men’s Grooming",5,Yes,"Dermatologist-tested, Sustainable packaging","Unsure of quality, Too many options",4,3,No,No,3,29.99,Quarterly,3,1
5,Male,North America,Master,Full-time,29012,3,20.41,"Make-up, Haircare, Tools/Accessories",4,No,"Vegan, Dermatologist-tested","Allergies, High prices, Unsure of quality",3,2,No,No,3,16.38,Monthly,3,5
3,Female,LATAM,High school,Full-time,13970,5,78.16,"Men’s Grooming, Skincare, Fragrance",3,No,Premium/luxury,"Too many options, Allergies",3,3,No,Yes,3,44.36,Monthly,5,4
4,Female,North America,<High school,Full-time,49903,3,63.29,Haircare,5,No,"Vegan, Dermatologist-tested, Sustainable packaging",Allergies,4,2,Yes,Yes,3,31.61,Monthly,3,4
3,Female,Europe,Doctorate+,Self-employed,13493,5,93.79,"Tools/Accessories, Make-up",5,No,"Vegan, Dermatologist-tested, Sustainable packaging, Fragrance-free","Too many options, Hard to match shades",3,2,No,Yes,3,47.74,Pay-per-box,2,3
3,Male,LATAM,High school,Unemployed / Other,9809,2,33.52,"Fragrance, Men’s Grooming",3,No,"Premium/luxury, Fragrance-free, Dermatologist-tested, Cruelty-free",Hard to match shades,4,1,No,Yes,2,19.88,Pay-per-box,2,2
5,Female,North America,High school,Full-time,29310,3,641.6668888454916,Haircare,4,No,"Vegan, Sustainable packaging, Dermatologist-tested, Cruelty-free",Unsure of quality,4,2,Yes,No,3,238.87,Quarterly,4,5
4,Female,North America,High school,Full-time,17564,1,113.05,Haircare,4,No,"Dermatologist-tested, Vegan",Unsure of quality,2,1,Yes,No,2,52.96,Monthly,5,5
4,Female,MENA,<High school,Full-time,31037,4,47.54,Make-up,4,No,"Dermatologist-tested, Cruelty-free","High prices, Too many options",4,2,No,Yes,2,31.01,Monthly,3,3
5,Female,Europe,Bachelor,Student,7284,4,29.61,"Skincare, Make-up",3,Yes,"Dermatologist-tested, Fragrance-free, Sustainable packaging, Vegan","Hard to match shades, Too many options, Allergies",3,3,No,No,3,12.55,Quarterly,2,2
5,Female,Asia-Pacific,Master,Self-employed,243035,1,68.71,Skincare,3,No,"Dermatologist-tested, Premium/luxury, Sustainable packaging","Delivery issues, High prices, Unsure of quality",2,1,No,Yes,3,34.92,Monthly,4,3
4,Female,LATAM,Bachelor,Full-time,36992,3,41.01,Tools/Accessories,1,No,Fragrance-free,High prices,3,2,Yes,Yes,3,16.4,Monthly,3,3
5,Male,North America,Bachelor,Full-time,57210,1,20.92,Men’s Grooming,3,No,"Fragrance-free, Sustainable packaging, Dermatologist-tested, Vegan",Allergies,2,2,No,No,2,9.54,Pay-per-box,1,5
4,Female,Asia-Pacific,Bachelor,Student,12618,3,31.2,"Tools/Accessories, Make-up",4,No,"Premium/luxury, Cruelty-free, Fragrance-free","High prices, Delivery issues",3,2,Yes,Yes,3,12.96,Monthly,5,5
4,Male,MENA,Bachelor,Student,60989,3,25.97,"Tools/Accessories, Make-up",5,No,Sustainable packaging,"High prices, Hard to match shades, Too many options",3,2,Yes,Yes,3,239.79037945453535,Monthly,5,4
4,Male,North America,Master,Full-time,18281,4,34.02,Haircare,5,Yes,"Fragrance-free, Vegan, Sustainable packaging",Too many options,3,3,No,Yes,4,19.14,Monthly,5,5
4,Female,Asia-Pacific,Master,Student,17417,4,64.23,"Skincare, Haircare",4,No,Cruelty-free,"Hard to match shades, Delivery issues",4,3,No,Yes,3,35.78,Pay-per-box,4,3
2,Male,Europe,<High school,Full-time,6384,5,69.86,"Tools/Accessories, Skincare, Fragrance",4,No,"Cruelty-free, Fragrance-free","Delivery issues, Hard to match shades",4,3,Yes,Yes,3,35.72,Quarterly,3,4
5,Female,MENA,Master,Full-time,20331,1,22.98,"Skincare, Men’s Grooming",2,No,Fragrance-free,Delivery issues,3,2,No,Yes,2,18.64,Pay-per-box,5,5
5,Female,North America,Bachelor,Student,21621,2,140.32,"Fragrance, Tools/Accessories",4,No,"Cruelty-free, Premium/luxury","Too many options, Unsure of quality",3,3,Yes,Yes,3,53.5,Quarterly,2,2
1,Female,MENA,Doctorate+,Self-employed,22050,5,61.62,Skincare,1,No,"Sustainable packaging, Premium/luxury, Cruelty-free, Fragrance-free","Delivery issues, Unsure of quality",4,2,Yes,Yes,3,42.81,Monthly,3,4
5,Female,Europe,Bachelor,Full-time,12037,3,56.99,Tools/Accessories,3,Yes,Fragrance-free,Delivery issues,3,3,No,Yes,3,26.62,Pay-per-box,3,4
2,Female,LATAM,Doctorate+,Unemployed / Other,9269,5,73.42,Haircare,4,No,"Dermatologist-tested, Premium/luxury, Vegan",Delivery issues,4,4,No,Yes,3,46.2,Monthly,5,4
3,Female,North America,Master,Full-time,27597,5,44.25,Tools/Accessories,3,Yes,Fragrance-free,"Too many options, Hard to match shades",4,3,Yes,Yes,4,23.95,Monthly,4,4
4,Female,Europe,High school,Student,43725,3,79.1,Haircare,1,Yes,"Dermatologist-tested, Sustainable packaging","Hard to match shades, Unsure of quality, Too many options",2,3,Yes,No,3,49.03,Monthly,2,4
2,Female,MENA,Bachelor,Full-time,9036,5,32.34,"Haircare, Men’s Grooming, Fragrance",5,No,"Dermatologist-tested, Cruelty-free",High prices,4,1,Yes,Yes,4,20.64,Quarterly,2,4
5,Female,Asia-Pacific,Doctorate+,Self-employed,41608,4,33.82,"Haircare, Fragrance, Make-up",3,No,"Dermatologist-tested, Sustainable packaging, Cruelty-free",High prices,0,4,No,Yes,3,16.01,Pay-per-box,5,2
5,Female,Asia-Pacific,Master,Unemployed / Other,24688,3,34.25,Skincare,1,Yes,"Dermatologist-tested, Cruelty-free, Sustainable packaging","Too many options, Unsure of quality",3,3,No,Yes,3,17.79,Monthly,5,2
3,Female,Asia-Pacific,High school,Full-time,38021,3,55.5,"Make-up, Fragrance",1,No,Cruelty-free,Hard to match shades,4,2,No,Yes,3,29.7,Monthly,4,4
